Seq_36,0.571942,0.585561,0.591975,0.633388,0.597656,0.578909
Seq_7,1.322231,1.116686,1.233205,1.149522,1.205386,1.309033
Seq_25,1.138963,0.788595,0.832778,1.013422,0.880816,0.936636
Seq_218,0.000000,0.167724,0.156887,0.169602,0.194742,0.201997
Seq_18,0.947086,0.878342,0.903925,0.945372,0.868504,1.049484
Seq_32,0.979066,0.700319,0.643967,0.888838,0.811425,0.925351
Seq_52,0.576862,0.486987,0.541808,0.554869,0.550650,0.563110
Seq_133,0.274286,0.288367,0.276377,0.286857,0.304424,0.260678
Seq_151,0.223857,0.211861,0.239891,0.227182,0.256298,0.258421
Seq_634,0.000000,0.222160,0.032837,0.026173,0.000000,0.047396
Seq_8,1.904012,0.969560,1.228645,1.617496,1.514287,1.543757
Seq_241,0.163588,0.175080,0.145029,0.172742,0.155570,0.180556
Seq_158,0.236157,0.281010,0.193372,0.199962,0.226080,0.244880
Seq_22,0.000000,0.000000,0.823657,1.031219,0.953564,1.017886
Seq_14,1.063934,1.066663,1.067197,1.041688,0.986021,1.278565
Seq_9,1.094684,1.118157,1.186686,1.107645,1.002809,1.309033
Seq_37,0.680180,0.604687,0.619339,0.617685,0.615564,0.710941
Seq_187,0.205407,0.217746,0.150502,0.192634,0.167881,0.195227
Seq_74,0.603921,0.539952,0.307389,0.274294,0.702862,0.372397
Seq_252,0.318565,0.000000,0.093950,0.099458,0.196980,0.305817
Seq_236,0.000000,0.300137,0.170569,0.216713,0.201457,0.176042
Seq_166,0.217707,0.000000,0.195197,0.262778,0.000000,0.218925
Seq_40,0.000000,0.000000,0.755247,0.820788,0.731961,0.743666
Seq_104,0.287816,0.278068,0.377624,0.288951,0.318974,0.345314
Seq_161,0.178347,0.186850,0.219824,0.213572,0.221603,0.000000
Seq_51,0.553492,0.503171,0.592887,0.554869,0.500285,0.000000
Seq_111,0.271826,0.306022,0.359381,0.285810,0.324570,0.334029
Seq_99,0.308725,0.311907,0.314686,0.315124,0.288755,0.318231
Seq_253,0.150058,0.000000,0.153239,0.000000,0.176835,0.155730
Seq_168,0.231237,0.245700,0.283674,0.000000,0.230557,0.211025
Seq_188,0.198027,0.180965,0.173305,0.195775,0.189146,0.214411
Seq_200,0.222627,0.228045,0.192460,0.184258,0.000000,0.000000
Seq_195,0.198027,0.200091,0.171481,0.181118,0.156689,0.221182
Seq_124,0.261986,0.291309,0.326544,0.000000,0.302186,0.000000
Seq_24,0.757669,0.750342,0.818184,0.727612,0.727484,0.898268
Seq_13,1.025805,1.023996,0.984193,0.944325,0.893127,1.070925
Seq_233,0.191877,0.223631,0.000000,0.146569,0.147735,0.198612
Seq_144,0.234927,0.230988,0.212527,0.227182,0.220484,0.000000
Seq_275,0.000000,0.100046,0.000000,0.268012,0.236153,0.148959
Seq_176,0.000000,0.211861,0.184251,0.000000,0.224961,0.204254
Seq_108,0.301346,0.325148,0.321983,0.378986,0.333524,0.000000
Seq_35,0.683870,0.667952,0.672243,0.663749,0.601014,0.708684
Seq_170,0.179577,0.000000,0.235331,0.218807,0.196980,0.187327
Seq_205,0.000000,0.450205,0.166008,0.182165,0.357027,0.205383
Seq_212,0.000000,0.207448,0.000000,0.195775,0.200338,0.182813
Seq_165,0.000000,0.255999,0.227121,0.226135,0.264133,0.224567
Seq_221,0.183267,0.164781,0.191548,0.180071,0.181311,0.196355
Seq_246,0.000000,0.129471,0.168745,0.141335,0.146616,0.182813
